GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
02071	2513406	33448	0.97	0.013	42.103425	-71.273589
02072	41670027	969179	16.089	0.374	42.119006	-71.10365
02081	46424947	1409709	17.925	0.544	42.147042	-71.269965
02090	28221401	751085	10.896	0.29	42.219645	-71.216768
02093	56219435	2341421	21.706	0.904	42.052671	-71.356858
02108	353358	0	0.136	0.	42.357758	-71.064899
02109	448840	294934	0.173	0.114	42.366988	-71.050548
02110	469251	242405	0.181	0.094	42.362086	-71.049943
02111	700224	43758	0.27	0.017	42.350518	-71.059077
02113	259757	0	0.1	0.	42.365331	-71.055233
02114	1162385	298288	0.449	0.115	42.363174	-71.068646
02115	1836714	104783	0.709	0.04	42.337105	-71.105696
02116	1633046	288798	0.631	0.112	42.350579	-71.076397
02118	2839684	4897	1.096	0.002	42.337582	-71.070482
02119	4137559	0	1.598	0.	42.324029	-71.085017
02120	1607478	0	0.621	0.	42.33209	-71.096545
02121	4520354	23476	1.745	0.009	42.306267	-71.085897
02122	5270574	1632379	2.035	0.63	42.291413	-71.042158
02124	7758278	200990	2.995	0.078	42.285805	-71.070571
02125	5523152	798801	2.133	0.308	42.315682	-71.055555
02126	5387101	62229	2.08	0.024	42.274227	-71.097423
02127	5239742	1589805	2.023	0.614	42.334992	-71.039093
02128	12563922	2949858	4.851	1.139	42.361519	-71.007393
02129	3499683	1257516	1.351	0.486	42.379657	-71.061487
02130	8635978	328430	3.334	0.127	42.309174	-71.113835
02131	6699882	12766	2.587	0.005	42.284333	-71.126228
02132	11808867	224603	4.559	0.087	42.280455	-71.162017
02134	3435165	132933	1.326	0.051	42.358016	-71.128608
02135	6822281	567534	2.634	0.219	42.349688	-71.153964
02136	11890069	284251	4.591	0.11	42.255083	-71.12922
02138	7098374	811534	2.741	0.313	42.379637	-71.135152
02139	4034617	348432	1.558	0.135	42.362986	-71.103353
02140	2990655	53541	1.155	0.021	42.392157	-71.133996
02141	1667391	26516	0.644	0.01	42.3703	-71.08256
02142	719893	545862	0.278	0.211	42.361994	-71.081588
02143	3999023	0	1.544	0.	42.381407	-71.096714
02144	2799324	12779	1.081	0.005	42.399655	-71.12255
02145	3615599	229489	1.396	0.089	42.391577	-71.08991
02148	13066949	99282	5.045	0.038	42.42938	-71.058706
02149	8856260	636058	3.419	0.246	42.405938	-71.054649
02150	5735572	638655	2.215	0.247	42.396824	-71.031348
02151	15211072	3276340	5.873	1.265	42.41829	-71.001251
02152	5108651	3080238	1.972	1.189	42.373055	-70.974807
02155	21228073	1472064	8.196	0.568	42.42384	-71.107673
02163	256728	49013	0.099	0.019	42.365915	-71.122177
02169	23235623	3790353	8.971	1.463	42.248386	-71.002279
02170	5394633	185899	2.083	0.072	42.266415	-71.015576
02171	6352156	4950332	2.453	1.911	42.293327	-71.018193
02176	12127466	219702	4.682	0.085	42.455723	-71.059019
02180	15578670	1632658	6.015	0.63	42.474208	-71.097665
02184	35644608	2076609	13.762	0.802	42.206188	-71.00232
02186	33711128	772528	13.016	0.298	42.241559	-71.082437
02188	9634170	377673	3.72	0.146	42.204662	-70.957633
02189	9858678	922283	3.806	0.356	42.209781	-70.928176
02190	18414935	1374552	7.11	0.531	42.166731	-70.952363
02191	5242345	2721837	2.024	1.051	42.243453	-70.942033
02199	148225	0	0.057	0.	42.347476	-71.082035
02203	82171	0	0.032	0.	42.360588	-71.058737
02210	2488786	1315358	0.961	0.508	42.347472	-71.039271
02215	1981389	278813	0.765	0.108	42.347635	-71.103082
02301	32228044	422574	12.443	0.163	42.078371	-71.042304
02302	23013124	53235	8.885	0.021	42.088907	-70.998375
02322	11115310	639905	4.292	0.247	42.132461	-71.054013
02324	70570115	2905411	27.247	1.122	41.972376	-70.978773
02330	96621980	6262842	37.306	2.418	41.875179	-70.746715
02332	61390975	10745177	23.703	4.149	42.044407	-70.70606
02333	44630174	784261	17.232	0.303	42.037116	-70.942178
02338	41372342	3659389	15.974	1.413	42.002634	-70.863706
02339	40242021	236963	15.538	0.091	42.122956	-70.85631
02341	38901365	1851425	15.02	0.715	42.05024	-70.867359
02343	18155761	279916	7.01	0.108	42.140346	-70.997861
02346	178290068	8183476	68.838	3.16	41.878004	-70.869267
02347	77181717	16909523	29.8	6.529	41.834384	-70.956826
02351	25046980	594786	9.671	0.23	42.115764	-70.956597
02356	35508752	819225	13.71	0.316	42.060539	-71.119671
02357	1246201	53728	0.481	0.021	42.054978	-71.080651
02359	56415180	4585316	21.782	1.77	42.067804	-70.805713
02360	247306797	34085568	95.486	13.161	41.882062	-70.631289
02364	48285472	2914298	18.643	1.125	41.987196	-70.741942
02366	2451504	69606	0.947	0.027	41.850984	-70.654984
02367	38023287	1099161	14.681	0.424	41.9591	-70.802753
02368	26090268	1518592	10.074	0.586	42.176092	-71.052043
02370	26700171	238552	10.309	0.092	42.130399	-70.910615
02375	37733413	355887	14.569	0.137	42.00569	-71.078041
02379	39692759	906621	15.325	0.35	42.021617	-71.026717
02382	17964377	59307	6.936	0.023	42.078974	-70.93939
02420	17059772	117401	6.587	0.045	42.457055	-71.215464
02421	25506285	416287	9.848	0.161	42.438547	-71.239573
02445	6743004	118344	2.603	0.046	42.325483	-71.135045
02446	3333348	12106	1.287	0.005	42.343499	-71.122244
02451	14310760	1825723	5.525	0.705	42.397825	-71.255701
02452	9586090	87629	3.701	0.034	42.39358	-71.213916
02453	9085534	723385	3.508	0.279	42.369542	-71.240513
02457	413238	0	0.16	0.	42.299388	-71.274242
02458	5171354	86768	1.997	0.034	42.353585	-71.188192
02459	12958668	253260	5.003	0.098	42.314779	-71.192017
02460	3480846	23572	1.344	0.009	42.351824	-71.20849
02461	3768932	41434	1.455	0.016	42.317362	-71.206508
02462	1367322	59590	0.528	0.023	42.328708	-71.2559
02464	1460808	23675	0.564	0.009	42.312975	-71.218882
02465	5807431	1401	2.242	0.001	42.348912	-71.22633
02466	4634944	207850	1.79	0.08	42.344457	-71.248617
02467	12621078	142135	4.873	0.055	42.314321	-71.152778
02468	3837205	54600	1.482	0.021	42.328553	-71.22953
02472	10455341	343848	4.037	0.133	42.369451	-71.177925
02474	7899974	692594	3.05	0.267	42.420949	-71.15637
02476	5420982	191590	2.093	0.074	42.415637	-71.17567
02478	12026310	183393	4.643	0.071	42.395317	-71.180284
02481	14610658	251397	5.641	0.097	42.311947	-71.275517
02482	10910005	1044315	4.212	0.403	42.293099	-71.298535
02492	24707594	853320	9.54	0.329	42.276483	-71.243714
02493	43564285	1327714	16.82	0.513	42.360502	-71.303433
02494	7164570	221652	2.766	0.086	42.29949	-71.232519
02532	36962585	6867296	14.271	2.651	41.751759	-70.597552
02534	5926616	1489952	2.288	0.575	41.668942	-70.619407
02535	63107429	65891107	24.366	25.441	41.337961	-70.761674
02536	71670621	9041640	27.672	3.491	41.596295	-70.567471
02537	31606613	1323315	12.203	0.511	41.728421	-70.43581
02538	11746740	1213627	4.535	0.469	41.777378	-70.642447
02539	69445842	53089125	26.813	20.498	41.377655	-70.52208
02540	27756366	4540829	10.717	1.753	41.573891	-70.632042
02542	79528762	127974	30.706	0.049	41.707839	-70.54552
02543	25727686	52346044	9.934	20.211	41.478974	-70.766911
02553	658312	1743333	0.254	0.673	41.712526	-70.620747
02554	104576984	42234236	40.377	16.307	41.289882	-70.094083
02556	10012378	1185576	3.866	0.458	41.639447	-70.624515
02557	18612830	11175882	7.186	4.315	41.441713	-70.576143
02558	3184647	2713102	1.23	1.048	41.745017	-70.653513
02559	13041007	3832541	5.035	1.48	41.690243	-70.616283
02561	1591746	218387	0.615	0.084	41.766737	-70.540595
02562	8730843	782384	3.371	0.302	41.787209	-70.526717
02563	34225401	2716363	13.215	1.049	41.728137	-70.476549
02564	14885746	2816830	5.747	1.088	41.271898	-69.984545
02568	17230825	10109878	6.653	3.903	41.458645	-70.612521
02571	51515326	12472867	19.89	4.816	41.761187	-70.695991
02575	64744359	11035740	24.998	4.261	41.400252	-70.656934
02576	25203958	1097345	9.731	0.424	41.772221	-70.762948
02584	174589	0	0.067	0.	41.258845	-70.007333
02601	22258203	2151470	8.594	0.831	41.656038	-70.296764
02630	10385649	5225396	4.01	2.018	41.706756	-70.312489
02631	57063530	7082032	22.032	2.734	41.747513	-70.066223
02632	18957572	3780154	7.32	1.46	41.659097	-70.346877
02633	19573226	12630851	7.557	4.877	41.689343	-69.972382
02635	14345673	2809145	5.539	1.085	41.624054	-70.439397
02637	1812603	77849	0.7	0.03	41.705726	-70.270928
02638	15369512	1419443	5.934	0.548	41.730245	-70.197392
02639	7190413	934595	2.776	0.361	41.668067	-70.136979
02641	5400049	587057	2.085	0.227	41.753951	-70.155393
02642	35952115	8937235	13.881	3.451	41.8416	-69.974973
02643	4905161	4656670	1.894	1.798	41.797941	-69.937327
02644	9269409	580167	3.579	0.224	41.683488	-70.510786
02645	43105136	4595564	16.643	1.774	41.711083	-70.057611
02646	7798440	801400	3.011	0.309	41.670596	-70.071449
02647	1226878	477502	0.474	0.184	41.630127	-70.310144
02648	24027326	2665942	9.277	1.029	41.670375	-70.412035
02649	60224553	10626776	23.253	4.103	41.616801	-70.490097
02650	3728757	736398	1.44	0.284	41.701947	-69.961453
02651	186321	0	0.072	0.	41.875047	-70.003438
02652	20715925	6478251	7.998	2.501	42.049534	-70.094987
02653	31268859	13573915	12.073	5.241	41.769125	-69.97358
02655	16910116	4560355	6.529	1.761	41.627984	-70.392013
02657	25046216	12765872	9.67	4.929	42.059829	-70.200407
02659	5297709	608838	2.045	0.235	41.681474	-70.023529
02660	19969417	1370030	7.71	0.529	41.707699	-70.15856
02663	3658747	2870102	1.413	1.108	41.894444	-70.01218
02664	17965431	2264163	6.936	0.874	41.674727	-70.195648
02666	32936951	4798273	12.717	1.853	41.99078	-70.045714
02667	48233020	16144936	18.623	6.234	41.921997	-70.023356
02668	39334863	6105828	15.187	2.357	41.716208	-70.363097
02669	2426995	429154	0.937	0.166	41.66668	-69.989694
02670	5400806	1682778	2.085	0.65	41.660103	-70.170681
02671	5212192	314668	2.012	0.121	41.675153	-70.109767
02672	1280229	118004	0.494	0.046	41.6357	-70.313634
02673	25891317	6792153	9.997	2.622	41.655637	-70.24724
02675	23382611	1924052	9.028	0.743	41.70395	-70.231552
02702	43472374	2928334	16.785	1.131	41.785113	-71.059047
02703	69371088	2572080	26.784	0.993	41.931653	-71.294503
02713	13095107	18327961	5.056	7.076	41.446308	-70.907447
02715	29666585	1347560	11.454	0.52	41.805594	-71.157707
02717	45791490	2060683	17.68	0.796	41.760106	-70.972762
02718	26803279	854173	10.349	0.33	41.862486	-71.01169
02719	32070891	8666395	12.383	3.346	41.633667	-70.871362
02720	28156632	4359820	10.871	1.683	41.723023	-71.121527
02721	10571739	5100912	4.082	1.969	41.675125	-71.148281
02723	4136130	569750	1.597	0.22	41.692705	-71.129726
02724	4812989	1475463	1.858	0.57	41.683936	-71.1775
02725	6146865	6823497	2.373	2.635	41.720043	-71.188272
02726	14314308	3516707	5.527	1.358	41.7597	-71.144592
02738	36591437	15155550	14.128	5.852	41.706839	-70.750958
02739	44896932	5766524	17.335	2.226	41.665794	-70.814531
02740	14726481	2117580	5.686	0.818	41.637485	-70.938265
02743	47731841	1350798	18.429	0.522	41.718217	-70.901151
02744	3342654	1345734	1.291	0.52	41.606252	-70.913632
02745	26753643	576108	10.33	0.222	41.700737	-70.950546
02746	5480313	312026	2.116	0.12	41.660995	-70.940137
02747	126408707	3923326	48.807	1.515	41.664711	-71.015699
02748	58248119	8143451	22.49	3.144	41.553084	-70.971453
02760	46498478	1326816	17.953	0.512	41.972567	-71.334375
02762	28458092	1350452	10.988	0.521	42.012838	-71.336188
02763	2338180	30519	0.903	0.012	41.966866	-71.308574
02764	27446974	146382	10.597	0.057	41.851929	-71.153598
02766	72088057	3833390	27.833	1.48	41.965341	-71.18178
02767	61638094	776413	23.799	0.3	41.940996	-71.048499
02769	121557135	1409688	46.933	0.544	41.846878	-71.24487
02770	83286321	6264983	32.157	2.419	41.760864	-70.838956
02771	47613581	637000	18.384	0.246	41.839798	-71.318047
02777	58680542	6720233	22.657	2.595	41.758163	-71.214181
02779	42767440	2364448	16.513	0.913	41.838061	-71.077615
02780	85571693	3560085	33.039	1.375	41.909112	-71.118346
02790	139047019	26264368	53.686	10.141	41.599176	-71.082371
02791	2730588	12397	1.054	0.005	41.527824	-71.079618
02802	506818	47798	0.196	0.018	41.95213	-71.456233
02804	26153983	232900	10.098	0.09	41.433033	-71.770061
02806	21273227	18705165	8.214	7.222	41.738191	-71.320181
02807	23521354	8258229	9.082	3.189	41.176783	-71.577054
02808	20626470	111464	7.964	0.043	41.408251	-71.749674
02809	25420432	27940072	9.815	10.788	41.67573	-71.273331
02812	17198230	212746	6.64	0.082	41.478963	-71.652575
02813	94456653	14158740	36.47	5.467	41.394216	-71.669822
02814	116013346	6244534	44.793	2.411	41.896117	-71.695403
02815	10805285	247504	4.172	0.096	41.77463	-71.647954
02816	98151879	7638476	37.897	2.949	41.696499	-71.622662
02817	130009750	2599483	50.197	1.004	41.637083	-71.678361
02818	56574276	8861463	21.843	3.421	41.642919	-71.485719
02822	144693825	2387766	55.867	0.922	41.569431	-71.627921
02825	139873663	2741855	54.006	1.059	41.782067	-71.726833
02826	6470214	86973	2.498	0.034	41.982746	-71.653144
02827	54707655	1039350	21.123	0.401	41.698748	-71.739118
02828	12358329	804993	4.772	0.311	41.877692	-71.560911
02830	49991801	1314431	19.302	0.508	41.975622	-71.656388
02831	24944367	7207036	9.631	2.783	41.769839	-71.607367
02832	57864758	1402293	22.342	0.541	41.514717	-71.729622
02833	18297866	1279241	7.065	0.494	41.489686	-71.771972
02835	24469391	14503826	9.448	5.6	41.510088	-71.378366
02836	676100	3724	0.261	0.001	41.454039	-71.620233
02837	53175662	11797076	20.531	4.555	41.518769	-71.167247
02838	3703227	221914	1.43	0.086	41.965413	-71.479359
02839	11122348	408538	4.294	0.158	41.940757	-71.641513
02840	18702901	8904352	7.221	3.438	41.476972	-71.318552
02841	1208306	2272063	0.467	0.877	41.510235	-71.329638
02842	32900267	7041194	12.703	2.719	41.517644	-71.277926
02852	79952365	8726012	30.87	3.369	41.588565	-71.459811
02857	108097718	10485449	41.737	4.048	41.822761	-71.633605
02858	1497066	114285	0.578	0.044	41.964486	-71.651267
02859	73495004	3488043	28.377	1.347	41.959073	-71.757323
02860	13996576	783536	5.404	0.303	41.870562	-71.388681
02861	9231842	328781	3.564	0.127	41.878603	-71.353131
02863	3108581	208615	1.2	0.081	41.890064	-71.393481
02864	68425530	4672945	26.419	1.804	41.96746	-71.420572
02865	43124330	1879465	16.65	0.726	41.915455	-71.449815
02871	44115207	16213990	17.033	6.26	41.586609	-71.259211
02872	15405407	10794744	5.948	4.168	41.596965	-71.320932
02873	7300848	436153	2.819	0.168	41.533129	-71.780545
02874	39280308	2642487	15.166	1.02	41.509056	-71.474417
02875	2989257	16727	1.154	0.006	41.452376	-71.640339
02876	328103	383007	0.127	0.148	41.997229	-71.584372
02878	75316639	8366962	29.08	3.231	41.606983	-71.182634
02879	96795674	13050350	37.373	5.039	41.428836	-71.538376
02881	9360445	36211	3.614	0.014	41.478083	-71.524717
02882	33139324	13113430	12.795	5.063	41.417088	-71.47227
02885	15882012	6719876	6.132	2.595	41.725138	-71.258805
02886	38635923	5646656	14.917	2.18	41.705428	-71.454379
02888	15359539	3135053	5.93	1.21	41.747671	-71.406118
02889	22525872	21178498	8.697	8.177	41.700591	-71.376927
02891	68257271	12493493	26.354	4.824	41.357774	-71.789616
02892	71119703	5020654	27.459	1.938	41.497124	-71.594197
02893	20296689	602096	7.837	0.232	41.679601	-71.521114
02894	11226896	297612	4.335	0.115	41.44425	-71.699304
02895	20075390	501746	7.751	0.194	42.001708	-71.499947
02896	61542365	2089277	23.762	0.807	41.975186	-71.544069
02898	29915649	326503	11.55	0.126	41.51764	-71.668521
02903	4536527	1391880	1.752	0.537	41.81823	-71.409088
02904	13521034	310175	5.221	0.12	41.858334	-71.436294
02905	9527801	4973735	3.679	1.92	41.784725	-71.396103
02906	8390572	1782236	3.24	0.688	41.840172	-71.390407
02907	5704336	319764	2.202	0.123	41.798593	-71.42463
02908	8185843	664	3.161	0.	41.839825	-71.436794
02909	8971158	66959	3.464	0.026	41.821195	-71.453376
02910	8927847	447955	3.447	0.173	41.774999	-71.435594
02911	6451960	100365	2.491	0.039	41.854888	-71.472812
02912	112446	0	0.043	0.	41.825593	-71.402239
02914	12648956	965031	4.884	0.373	41.815122	-71.365773
02915	14343072	6175816	5.538	2.384	41.772847	-71.354839
02916	6638701	1039656	2.563	0.401	41.842661	-71.352438
02917	55272934	2854116	21.341	1.102	41.906288	-71.523811
02919	60973036	2282474	23.542	0.881	41.82744	-71.519879
02920	23817776	585170	9.196	0.226	41.767344	-71.465508
02921	34078092	297432	13.158	0.115	41.760748	-71.514647
03031	89187833	1321563	34.436	0.51	42.874824	-71.600533
03032	65573639	8963150	25.318	3.461	42.997059	-71.365806
03033	51339606	934688	19.822	0.361	42.749263	-71.67567
03034	85426307	933895	32.983	0.361	43.056895	-71.340635
03036	67438895	293102	26.038	0.113	42.98453	-71.255104
03037	124615043	3123783	48.114	1.206	43.141274	-71.248197
03038	92817258	2158923	35.837	0.834	42.887613	-71.282047
03042	67261071	472698	25.97	0.183	43.051027	-71.088254
03043	80593019	1458950	31.117	0.563	42.994135	-71.816098
03044	43947417	587950	16.968	0.227	43.000369	-71.119162
03045	92719672	1496340	35.799	0.578	43.021515	-71.563462
03046	79948056	1197090	30.868	0.462	43.112473	-71.607479
03047	68424456	1329982	26.419	0.514	42.936319	-71.867127
03048	76532233	143147	29.549	0.055	42.742874	-71.761755
03049	82108587	1378039	31.702	0.532	42.749624	-71.585402
03051	73273980	2528392	28.291	0.976	42.760497	-71.409393
03052	38583320	977042	14.897	0.377	42.846081	-71.468283
03053	106434031	332718	41.094	0.128	42.868588	-71.387247
03054	84397675	2212454	32.586	0.854	42.852034	-71.519876
03055	64781148	144810	25.012	0.056	42.818645	-71.673354
03057	43680255	212964	16.865	0.082	42.908885	-71.694199
03060	16931395	831487	6.537	0.321	42.741087	-71.458266
03062	31254018	436969	12.067	0.169	42.722323	-71.501176
03063	21006853	343044	8.111	0.132	42.7821	-71.518366
03064	10707693	816620	4.134	0.315	42.77938	-71.47492
03070	111380283	1026236	43.004	0.396	42.981209	-71.67752
03071	84734786	829429	32.716	0.32	42.746257	-71.874434
03076	68175732	1399687	26.323	0.54	42.730992	-71.337075
03077	76310277	2059124	29.464	0.795	43.038038	-71.205107
03079	64297400	2730109	24.825	1.054	42.788267	-71.221725
03082	74009521	297790	28.575	0.115	42.896409	-71.768331
03084	57292643	558160	22.121	0.216	42.826723	-71.875416
03086	69838248	244913	26.965	0.095	42.832231	-71.759615
03087	69266007	2682380	26.744	1.036	42.811092	-71.302688
03101	2004382	301998	0.774	0.117	42.989027	-71.466111
03102	23425474	857040	9.045	0.331	43.011907	-71.491063
03103	25251422	951469	9.75	0.367	42.950906	-71.44656
03104	21411266	389610	8.267	0.15	43.009552	-71.439782
03106	93601257	2782736	36.14	1.074	43.081242	-71.446616
03109	19069583	2327680	7.363	0.899	42.963734	-71.40035
03110	84892477	763247	32.777	0.295	42.935584	-71.536871
03215	124336440	177915	48.007	0.069	43.942831	-71.448052
03216	98912935	1784012	38.19	0.689	43.444593	-71.797723
03217	28378457	1346769	10.957	0.52	43.725967	-71.642579
03218	37076125	621037	14.315	0.24	43.336884	-71.273836
03220	79286336	4808507	30.613	1.857	43.474455	-71.482208
03221	119418336	1794692	46.108	0.693	43.258129	-71.960236
03222	188550174	13998499	72.8	5.405	43.643715	-71.799277
03223	189782901	2131502	73.276	0.823	43.85544	-71.685492
03224	104533512	2062535	40.361	0.796	43.36249	-71.55802
03225	75616402	4245569	29.196	1.639	43.359832	-71.245362
03226	34824384	8170375	13.446	3.155	43.711388	-71.503778
03227	167995366	8051850	64.863	3.109	43.841192	-71.480852
03229	112234306	4634943	43.334	1.79	43.202191	-71.696789
03230	106140667	925111	40.981	0.357	43.508647	-71.890242
03231	5686669	520628	2.196	0.201	43.473343	-71.762338
03233	1457142	4276	0.563	0.002	43.424004	-71.931192
03234	89060545	528926	34.386	0.204	43.204812	-71.348563
03235	77022339	4685329	29.738	1.809	43.448973	-71.674166
03237	95893606	2684469	37.025	1.036	43.423058	-71.387218
03238	7138906	118847	2.756	0.046	43.984378	-71.911256
